country,date,total_vaccinations,fully_vaccinated,daily_vaccinations,vaccines
Algeria,2021-01-29,0,,,Sputnik V
Algeria,2021-01-30,30,,30,Sputnik V
Argentina,2020-12-29,700,,,Sputnik V
Argentina,2020-12-30,,,15656,Sputnik V
Argentina,2020-12-31,32013,,15656,Sputnik V
Argentina,2021-01-01,,,11070,Sputnik V
Argentina,2021-01-02,,,8776,Sputnik V
Argentina,2021-01-03,,,7400,Sputnik V
Argentina,2021-01-04,39599,,6483,Sputnik V
Argentina,2021-01-05,,,7984,Sputnik V
Argentina,2021-01-06,,,8173,Sputnik V
Argentina,2021-01-07,,,8363,Sputnik V
Argentina,2021-01-08,107542,,10519,Sputnik V
Argentina,2021-01-09,,,11942,Sputnik V
Argentina,2021-01-10,,,13365,Sputnik V
Argentina,2021-01-11,,,14788,Sputnik V
Argentina,2021-01-12,,,14056,Sputnik V
Argentina,2021-01-13,166833,,13323,Sputnik V
Argentina,2021-01-14,,,13320,Sputnik V
Argentina,2021-01-15,200759,,13317,Sputnik V
Argentina,2021-01-16,,,12971,Sputnik V
Argentina,2021-01-17,,,12624,Sputnik V
Argentina,2021-01-18,,,12278,Sputnik V
Argentina,2021-01-19,,,11932,Sputnik V
Argentina,2021-01-20,247933,4394,11586,Sputnik V
Argentina,2021-01-21,265724,16352,11704,Sputnik V
Argentina,2021-01-22,279602,25146,11263,Sputnik V
Argentina,2021-01-23,288064,29188,11124,Sputnik V
Argentina,2021-01-24,292023,31987,10342,Sputnik V
Argentina,2021-01-25,292386,32264,9046,Sputnik V
Argentina,2021-01-26,305880,38911,9626,Sputnik V
Argentina,2021-01-27,318033,45710,10014,Sputnik V
Argentina,2021-01-28,327999,51451,8896,Sputnik V
Argentina,2021-01-29,344034,65583,9205,Sputnik V
Argentina,2021-01-30,366384,85361,11189,Sputnik V
Austria,2021-01-10,6784,,,Pfizer/BioNTech
Austria,2021-01-11,11559,,4775,Pfizer/BioNTech
Austria,2021-01-12,13172,,3194,Pfizer/BioNTech
Austria,2021-01-13,20064,,4427,Pfizer/BioNTech
Austria,2021-01-14,29359,,5644,Pfizer/BioNTech
Austria,2021-01-15,39751,,6593,Pfizer/BioNTech
Austria,2021-01-16,50402,,7270,Pfizer/BioNTech
Austria,2021-01-17,55450,,6952,Pfizer/BioNTech
Austria,2021-01-18,61012,304,7065,Pfizer/BioNTech
Austria,2021-01-19,71508,1034,8334,Pfizer/BioNTech
Austria,2021-01-20,88895,2007,9833,Pfizer/BioNTech
Austria,2021-01-21,108252,3214,11270,Pfizer/BioNTech
Austria,2021-01-22,124756,3540,12144,Pfizer/BioNTech
Austria,2021-01-23,136348,4243,12278,Pfizer/BioNTech
Austria,2021-01-24,139538,4289,12013,Pfizer/BioNTech
Austria,2021-01-25,141350,4306,11477,Pfizer/BioNTech
Austria,2021-01-26,150933,4346,11346,Pfizer/BioNTech
Austria,2021-01-27,158985,5126,10013,Pfizer/BioNTech
Austria,2021-01-28,169439,5633,8741,Pfizer/BioNTech
Austria,2021-01-29,181419,7157,8095,Pfizer/BioNTech
Austria,2021-01-30,197179,13551,8690,Pfizer/BioNTech
Austria,2021-01-31,200498,15207,8709,Pfizer/BioNTech
Bahrain,2020-12-23,38965,,,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-24,50071,,11106,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-25,50543,,5789,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-26,51556,,4197,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-27,53614,,3662,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-28,55014,,3210,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-29,56041,,2846,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-30,57317,,2622,"Pfizer/BioNTech, Sinopharm"
Bahrain,2020-12-31,58643,,1225,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-01,59351,,1258,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-02,60097,,1220,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-03,60689,,1011,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-04,61612,,943,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-05,63893,,1122,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-06,68472,,1594,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-07,72239,,1942,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-08,78291,,2706,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-09,84157,,3437,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-10,89250,,4080,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-11,92598,,4427,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-12,97776,,4840,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-13,101363,,4699,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-14,109566,,5332,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-15,122819,,6361,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-16,137159,,7572,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-17,141563,,7473,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-18,142831,,7176,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-19,143596,,6546,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-20,144130,,6110,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-21,,,5457,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-22,,,4084,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-23,,,2555,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-24,,,2445,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-25,,,2784,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-26,165953,,3194,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-27,167731,,3372,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-28,169440,,3096,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-29,169810,,2629,"Pfizer/BioNTech, Sinopharm"
Bahrain,2021-01-30,170433,,2199,"Pfizer/BioNTech, Sinopharm"
Belgium,2020-12-28,298,,,"Moderna, Pfizer/BioNTech"
Belgium,2020-12-29,299,,1,"Moderna, Pfizer/BioNTech"
Belgium,2020-12-30,778,,240,"Moderna, Pfizer/BioNTech"
Belgium,2020-12-31,787,,163,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-01,,,122,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-02,,,98,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-03,,,82,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-04,788,,70,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-05,2306,,287,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-06,6151,,768,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-07,14200,,1916,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-08,23317,,3219,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-09,26493,,3672,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-10,26886,,3728,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-11,32318,,4504,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-12,47794,,6498,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-13,68024,,8839,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-14,89128,,10704,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-15,111291,,12568,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-16,116247,,12822,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-17,119133,,13178,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-18,129075,109,13822,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-19,147409,290,14231,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-20,167027,712,14143,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-21,194701,712,15082,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-22,222158,743,15838,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-23,229418,750,16167,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-24,231196,750,16009,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-25,240538,750,15923,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-26,249420,2023,14573,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-27,260918,4566,13413,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-28,275620,9298,11560,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-29,283584,12844,8775,"Moderna, Pfizer/BioNTech"
Bermuda,2021-01-10,0,,,Pfizer/BioNTech
Bermuda,2021-01-11,,,278,Pfizer/BioNTech
Bermuda,2021-01-12,,,278,Pfizer/BioNTech
Bermuda,2021-01-13,,,278,Pfizer/BioNTech
Bermuda,2021-01-14,,,278,Pfizer/BioNTech
Bermuda,2021-01-15,,,278,Pfizer/BioNTech
Bermuda,2021-01-16,1665,,278,Pfizer/BioNTech
Bermuda,2021-01-17,,,264,Pfizer/BioNTech
Bermuda,2021-01-18,,,250,Pfizer/BioNTech
Bermuda,2021-01-19,,,236,Pfizer/BioNTech
Bermuda,2021-01-20,,,222,Pfizer/BioNTech
Bermuda,2021-01-21,,,209,Pfizer/BioNTech
Bermuda,2021-01-22,,,195,Pfizer/BioNTech
Bermuda,2021-01-23,2932,,181,Pfizer/BioNTech
Brazil,2021-01-16,0,,,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-17,112,,112,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-18,1109,,554,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-19,11470,,3823,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-20,28543,,7136,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-21,136519,,27304,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-22,245877,,40980,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-23,537774,,76825,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-24,604722,,86373,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-25,700608,,99928,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-26,848883,,119630,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-27,1129885,,157335,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-28,1450900,,187769,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-29,1668032,,203165,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-30,2003211,,209348,"Oxford/AstraZeneca, Sinovac"
Brazil,2021-01-31,2074059,,209905,"Oxford/AstraZeneca, Sinovac"
Bulgaria,2020-12-29,1719,,,"Moderna, Pfizer/BioNTech"
Bulgaria,2020-12-30,4608,,2889,"Moderna, Pfizer/BioNTech"
Bulgaria,2020-12-31,,,1477,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-01,4739,,1007,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-02,,,799,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-03,,,675,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-04,,,592,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-05,5448,,533,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-06,7913,,472,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-07,11117,,920,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-08,13355,,1231,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-09,13473,,1222,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-10,,,1246,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-11,14161,,1270,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-12,15780,,1476,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-13,17038,,1304,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-14,17686,,938,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-15,18126,,682,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-16,18332,,694,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-17,18453,,662,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-18,19638,1114,782,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-19,22226,3168,921,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-20,24127,4293,1013,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-21,25251,4532,1081,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-22,26101,4605,1139,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-23,26119,4610,1112,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-24,26143,4610,1099,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-25,26798,4669,1023,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-26,29122,5455,985,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-27,32917,7672,1256,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-28,37636,10883,1769,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-29,40805,12949,2101,"Moderna, Pfizer/BioNTech"
Bulgaria,2021-01-30,41020,13063,2129,"Moderna, Pfizer/BioNTech"
Canada,2020-12-19,,,,"Moderna, Pfizer/BioNTech"
Canada,2020-12-26,,,,"Moderna, Pfizer/BioNTech"
Canada,2021-01-02,,,,"Moderna, Pfizer/BioNTech"
Canada,2021-01-09,,3613,,"Moderna, Pfizer/BioNTech"
Canada,2021-01-12,267078,,,"Moderna, Pfizer/BioNTech"
Canada,2021-01-13,288488,,4282,"Moderna, Pfizer/BioNTech"
Canada,2021-01-14,310788,,7285,"Moderna, Pfizer/BioNTech"
Canada,2021-01-15,342227,,10736,"Moderna, Pfizer/BioNTech"
Canada,2021-01-16,,15911,14575,"Moderna, Pfizer/BioNTech"
Canada,2021-01-17,,,18415,"Moderna, Pfizer/BioNTech"
Canada,2021-01-18,422864,,22255,"Moderna, Pfizer/BioNTech"
Canada,2021-01-19,459780,,27529,"Moderna, Pfizer/BioNTech"
Canada,2021-01-20,485739,,28179,"Moderna, Pfizer/BioNTech"
Canada,2021-01-21,706464,,56525,"Moderna, Pfizer/BioNTech"
Canada,2021-01-22,752377,,58593,"Moderna, Pfizer/BioNTech"
Canada,2021-01-23,,27776,57133,"Moderna, Pfizer/BioNTech"
Canada,2021-01-24,,,55673,"Moderna, Pfizer/BioNTech"
Canada,2021-01-25,802354,,54213,"Moderna, Pfizer/BioNTech"
Canada,2021-01-26,827042,,52466,"Moderna, Pfizer/BioNTech"
Canada,2021-01-27,890536,,57828,"Moderna, Pfizer/BioNTech"
Canada,2021-01-28,910676,,29173,"Moderna, Pfizer/BioNTech"
Canada,2021-01-29,937338,,26423,"Moderna, Pfizer/BioNTech"
Chile,2020-12-24,420,,,Pfizer/BioNTech
Chile,2020-12-25,5191,,4771,Pfizer/BioNTech
Chile,2020-12-26,8335,,3958,Pfizer/BioNTech
Chile,2020-12-27,8646,,2742,Pfizer/BioNTech
Chile,2020-12-28,,,2069,Pfizer/BioNTech
Chile,2020-12-29,,,1665,Pfizer/BioNTech
Chile,2020-12-30,,,1396,Pfizer/BioNTech
Chile,2020-12-31,,,1204,Pfizer/BioNTech
Chile,2021-01-01,,,530,Pfizer/BioNTech
Chile,2021-01-02,,,88,Pfizer/BioNTech
Chile,2021-01-03,,,51,Pfizer/BioNTech
Chile,2021-01-04,9051,,51,Pfizer/BioNTech
Chile,2021-01-05,10494,,250,Pfizer/BioNTech
Chile,2021-01-06,10699,,272,Pfizer/BioNTech
Chile,2021-01-07,,,344,Pfizer/BioNTech
Chile,2021-01-08,,,417,Pfizer/BioNTech
Chile,2021-01-09,,,489,Pfizer/BioNTech
Chile,2021-01-10,,,562,Pfizer/BioNTech
Chile,2021-01-11,,,635,Pfizer/BioNTech
Chile,2021-01-12,,,508,Pfizer/BioNTech
Chile,2021-01-13,14612,2869,559,Pfizer/BioNTech
Chile,2021-01-14,18526,5739,1038,Pfizer/BioNTech
Chile,2021-01-15,21876,8121,1437,Pfizer/BioNTech
Chile,2021-01-16,21937,8171,1366,Pfizer/BioNTech
Chile,2021-01-17,21972,8191,1291,Pfizer/BioNTech
Chile,2021-01-18,32385,8360,2699,Pfizer/BioNTech
Chile,2021-01-19,50924,8360,5267,Pfizer/BioNTech
Chile,2021-01-20,54036,8360,5632,Pfizer/BioNTech
Chile,2021-01-21,62822,8364,6328,Pfizer/BioNTech
Chile,2021-01-22,63047,8364,5882,Pfizer/BioNTech
Chile,2021-01-23,63939,8364,6000,Pfizer/BioNTech
Chile,2021-01-24,,,6020,Pfizer/BioNTech
Chile,2021-01-25,64286,8488,4557,Pfizer/BioNTech
Chile,2021-01-26,66569,10018,2235,Pfizer/BioNTech
Chile,2021-01-27,67096,10332,1866,Pfizer/BioNTech
Chile,2021-01-28,67111,10347,613,Pfizer/BioNTech
Chile,2021-01-29,67115,10347,581,Pfizer/BioNTech
Chile,2021-01-30,67123,10352,455,Pfizer/BioNTech
China,2020-12-15,1500000,,,"CNBG, Sinovac"
China,2020-12-16,,,187500,"CNBG, Sinovac"
China,2020-12-17,,,187500,"CNBG, Sinovac"
China,2020-12-18,,,187500,"CNBG, Sinovac"
China,2020-12-19,,,187500,"CNBG, Sinovac"
China,2020-12-20,,,187500,"CNBG, Sinovac"
China,2020-12-21,,,187500,"CNBG, Sinovac"
China,2020-12-22,,,187500,"CNBG, Sinovac"
China,2020-12-23,,,187500,"CNBG, Sinovac"
China,2020-12-24,,,187500,"CNBG, Sinovac"
China,2020-12-25,,,187500,"CNBG, Sinovac"
China,2020-12-26,,,187500,"CNBG, Sinovac"
China,2020-12-27,,,187500,"CNBG, Sinovac"
China,2020-12-28,,,187500,"CNBG, Sinovac"
China,2020-12-29,,,187500,"CNBG, Sinovac"
China,2020-12-30,,,187500,"CNBG, Sinovac"
China,2020-12-31,4500000,,187500,"CNBG, Sinovac"
China,2021-01-01,,,232143,"CNBG, Sinovac"
China,2021-01-02,,,276786,"CNBG, Sinovac"
China,2021-01-03,,,321429,"CNBG, Sinovac"
China,2021-01-04,,,366071,"CNBG, Sinovac"
China,2021-01-05,,,410714,"CNBG, Sinovac"
China,2021-01-06,,,455357,"CNBG, Sinovac"
China,2021-01-07,,,500000,"CNBG, Sinovac"
China,2021-01-08,,,500000,"CNBG, Sinovac"
China,2021-01-09,9000000,,500000,"CNBG, Sinovac"
China,2021-01-10,,,464286,"CNBG, Sinovac"
China,2021-01-11,,,428571,"CNBG, Sinovac"
China,2021-01-12,,,392857,"CNBG, Sinovac"
China,2021-01-13,10000000,,357143,"CNBG, Sinovac"
China,2021-01-14,,,387755,"CNBG, Sinovac"
China,2021-01-15,,,418367,"CNBG, Sinovac"
China,2021-01-16,,,448980,"CNBG, Sinovac"
China,2021-01-17,,,515306,"CNBG, Sinovac"
China,2021-01-18,,,581633,"CNBG, Sinovac"
China,2021-01-19,,,647959,"CNBG, Sinovac"
China,2021-01-20,15000000,,714286,"CNBG, Sinovac"
China,2021-01-21,,,770755,"CNBG, Sinovac"
China,2021-01-22,,,827224,"CNBG, Sinovac"
China,2021-01-23,,,883694,"CNBG, Sinovac"
China,2021-01-24,,,940163,"CNBG, Sinovac"
China,2021-01-25,,,996633,"CNBG, Sinovac"
China,2021-01-26,,,1053102,"CNBG, Sinovac"
China,2021-01-27,22767000,,1109571,"CNBG, Sinovac"
Costa Rica,2020-12-24,55,,,Pfizer/BioNTech
Costa Rica,2020-12-25,,,240,Pfizer/BioNTech
Costa Rica,2020-12-26,,,240,Pfizer/BioNTech
Costa Rica,2020-12-27,,,240,Pfizer/BioNTech
Costa Rica,2020-12-28,,,240,Pfizer/BioNTech
Costa Rica,2020-12-29,,,240,Pfizer/BioNTech
Costa Rica,2020-12-30,,,240,Pfizer/BioNTech
Costa Rica,2020-12-31,,,240,Pfizer/BioNTech
Costa Rica,2021-01-01,,,240,Pfizer/BioNTech
Costa Rica,2021-01-02,,,240,Pfizer/BioNTech
Costa Rica,2021-01-03,2455,,240,Pfizer/BioNTech
Costa Rica,2021-01-04,,,414,Pfizer/BioNTech
Costa Rica,2021-01-05,,,588,Pfizer/BioNTech
Costa Rica,2021-01-06,,,763,Pfizer/BioNTech
Costa Rica,2021-01-07,,,937,Pfizer/BioNTech
Costa Rica,2021-01-08,9751,,1111,Pfizer/BioNTech
Costa Rica,2021-01-09,,,1385,Pfizer/BioNTech
Costa Rica,2021-01-10,,,1659,Pfizer/BioNTech
Costa Rica,2021-01-11,,,1759,Pfizer/BioNTech
Costa Rica,2021-01-12,,,1859,Pfizer/BioNTech
Costa Rica,2021-01-13,,,1959,Pfizer/BioNTech
Costa Rica,2021-01-14,,,2058,Pfizer/BioNTech
Costa Rica,2021-01-15,24859,55,2158,Pfizer/BioNTech
Costa Rica,2021-01-16,,,2066,Pfizer/BioNTech
Costa Rica,2021-01-17,,,1973,Pfizer/BioNTech
Costa Rica,2021-01-18,29389,132,1880,Pfizer/BioNTech
Costa Rica,2021-01-19,,,1955,Pfizer/BioNTech
Costa Rica,2021-01-20,,,2029,Pfizer/BioNTech
Costa Rica,2021-01-21,,,2103,Pfizer/BioNTech
Costa Rica,2021-01-22,,,2177,Pfizer/BioNTech
Costa Rica,2021-01-23,,,2344,Pfizer/BioNTech
Costa Rica,2021-01-24,,,2510,Pfizer/BioNTech
Costa Rica,2021-01-25,48128,2421,2677,Pfizer/BioNTech
Croatia,2020-12-30,7864,,,Pfizer/BioNTech
Croatia,2020-12-31,,,1105,Pfizer/BioNTech
Croatia,2021-01-01,,,1105,Pfizer/BioNTech
Croatia,2021-01-02,,,1105,Pfizer/BioNTech
Croatia,2021-01-03,12285,,1105,Pfizer/BioNTech
Croatia,2021-01-04,,,1036,Pfizer/BioNTech
Croatia,2021-01-05,13798,,989,Pfizer/BioNTech
Croatia,2021-01-06,,,1334,Pfizer/BioNTech
Croatia,2021-01-07,20603,,1662,Pfizer/BioNTech
Croatia,2021-01-08,24985,,2130,Pfizer/BioNTech
Croatia,2021-01-09,30000,,2689,Pfizer/BioNTech
Croatia,2021-01-10,,,2693,Pfizer/BioNTech
Croatia,2021-01-11,,,2748,Pfizer/BioNTech
Croatia,2021-01-12,,,2802,Pfizer/BioNTech
Croatia,2021-01-13,34553,,2479,Pfizer/BioNTech
Croatia,2021-01-14,38000,,2485,Pfizer/BioNTech
Croatia,2021-01-15,41532,,2364,Pfizer/BioNTech
Croatia,2021-01-16,45906,,2272,Pfizer/BioNTech
Croatia,2021-01-17,,,2510,Pfizer/BioNTech
Croatia,2021-01-18,,,2747,Pfizer/BioNTech
Croatia,2021-01-19,54304,,2984,Pfizer/BioNTech
Croatia,2021-01-20,,,3329,Pfizer/BioNTech
Croatia,2021-01-21,,,3343,Pfizer/BioNTech
Croatia,2021-01-22,64951,,3346,Pfizer/BioNTech
Croatia,2021-01-23,,,2960,Pfizer/BioNTech
Croatia,2021-01-24,,,2800,Pfizer/BioNTech
Croatia,2021-01-25,69984,11907,2640,Pfizer/BioNTech
Croatia,2021-01-26,,,2598,Pfizer/BioNTech
Croatia,2021-01-27,,,2448,Pfizer/BioNTech
Croatia,2021-01-28,,,2299,Pfizer/BioNTech
Croatia,2021-01-29,80000,,2150,Pfizer/BioNTech
Cyprus,2021-01-06,3901,,,Pfizer/BioNTech
Cyprus,2021-01-07,,,534,Pfizer/BioNTech
Cyprus,2021-01-08,,,534,Pfizer/BioNTech
Cyprus,2021-01-09,,,534,Pfizer/BioNTech
Cyprus,2021-01-10,6035,,534,Pfizer/BioNTech
Cyprus,2021-01-11,,,594,Pfizer/BioNTech
Cyprus,2021-01-12,,,635,Pfizer/BioNTech
Cyprus,2021-01-13,,,664,Pfizer/BioNTech
Cyprus,2021-01-14,,,708,Pfizer/BioNTech
Cyprus,2021-01-15,10226,,751,Pfizer/BioNTech
Cyprus,2021-01-16,,,821,Pfizer/BioNTech
Cyprus,2021-01-17,,,891,Pfizer/BioNTech
Cyprus,2021-01-18,,,917,Pfizer/BioNTech
Cyprus,2021-01-19,,,943,Pfizer/BioNTech
Cyprus,2021-01-20,,,969,Pfizer/BioNTech
Cyprus,2021-01-21,,,996,Pfizer/BioNTech
Cyprus,2021-01-22,17379,2057,1022,Pfizer/BioNTech
Cyprus,2021-01-23,,,1035,Pfizer/BioNTech
Cyprus,2021-01-24,,,1048,Pfizer/BioNTech
Cyprus,2021-01-25,,,1061,Pfizer/BioNTech
Cyprus,2021-01-26,,,1074,Pfizer/BioNTech
Cyprus,2021-01-27,,,1087,Pfizer/BioNTech
Cyprus,2021-01-28,,,1100,Pfizer/BioNTech
Cyprus,2021-01-29,25168,5551,1113,Pfizer/BioNTech
Czechia,2020-12-27,1255,,,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-28,3537,,2282,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-29,6974,,2860,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-30,10430,,3058,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-31,11734,,2620,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-01,11996,,2148,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-02,13252,,2000,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-03,14166,,1844,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-04,17722,,2026,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-05,22225,,2179,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-06,27961,,2504,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-07,35846,,3445,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-08,45786,,4827,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-09,47766,,4931,"Moderna, Pfizer/BioNTech"
