country,date,total_vaccinations,fully_vaccinated,daily_vaccinations,vaccines
Czechia,2021-01-10,49460,,5042,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-11,58987,,5895,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-12,71964,,7106,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-13,85247,,8184,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-14,99895,,9150,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-15,113295,,9644,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-16,116589,,9832,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-17,119626,622,10024,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-18,133255,2396,10610,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-19,147909,5070,10849,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-20,163178,7626,11133,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-21,179579,9327,11383,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-22,194878,10318,11655,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-23,198524,11153,11705,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-24,201456,12007,11690,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-25,213664,14893,11487,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-26,227570,18778,11380,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-27,240481,23033,11043,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-28,253177,28845,10514,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-29,264914,35053,10005,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-30,266060,35594,9648,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-27,6642,,,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-28,8639,,1997,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-29,17749,,5554,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-30,29337,,7565,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-31,35667,,7256,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-01,38052,,6282,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-02,47083,,6740,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-03,53191,,6650,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-04,55641,,6715,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-05,69329,,7369,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-06,89341,,8572,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-07,107000,,10190,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-08,115588,,11077,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-09,117488,,10058,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-10,118303,,9302,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-11,118960,,9046,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-12,119420,,7156,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-13,132094,,6108,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-14,149970,,6139,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-15,165126,5,7077,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-16,169760,12,7467,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-17,173023,738,7817,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-18,179055,2897,8585,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-19,183674,5024,9179,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-20,187105,6938,7859,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-21,190982,9292,5859,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-22,197356,15005,4604,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-23,205266,22138,5072,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-24,212421,28686,5628,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-25,215144,31159,5156,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-26,217088,32889,4773,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-27,221707,37292,4943,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-28,229784,45114,5543,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-29,247244,61544,7127,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-30,258978,72219,7673,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-31,258998,72236,6654,"Moderna, Pfizer/BioNTech"
Ecuador,2021-01-21,0,,,Pfizer/BioNTech
Ecuador,2021-01-22,108,,108,Pfizer/BioNTech
Ecuador,2021-01-23,,,294,Pfizer/BioNTech
Ecuador,2021-01-24,,,355,Pfizer/BioNTech
Ecuador,2021-01-25,,,386,Pfizer/BioNTech
Ecuador,2021-01-26,,,405,Pfizer/BioNTech
Ecuador,2021-01-27,,,417,Pfizer/BioNTech
Ecuador,2021-01-28,2982,,426,Pfizer/BioNTech
England,2020-12-20,570199,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-21,,,37897,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-22,,,37897,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-23,,,37897,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-24,,,37897,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-25,,,37897,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-26,,,37897,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-27,835475,,37897,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-28,,,39559,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-29,,,41221,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-30,,,42884,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-31,,,44546,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-01,,,46209,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-02,,,47871,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-03,1182209,20467,49533,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-04,,,65958,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-05,,,82383,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-06,,,98808,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-07,,,115233,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-08,,,131658,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-09,,,148083,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-10,2333764,374613,164508,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-11,2474205,393925,161070,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-12,2661850,407294,164375,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-13,2910027,415656,176328,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-14,3189674,420510,192776,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-15,3514385,424327,215662,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-16,3791594,426102,231763,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-17,3947442,427386,230525,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-18,4118342,431136,234877,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-19,4419704,434125,251122,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-20,4740578,436848,261507,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-21,5100475,439182,272972,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-22,5526071,440300,287384,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-23,5970175,441074,311226,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-24,6169377,441684,317419,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-25,6405554,443010,326745,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-26,6665861,444011,320880,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-27,6918853,445101,311182,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-28,7263317,446372,308977,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-29,7701203,447898,310733,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-30,8251146,458150,325853,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,2020-12-28,207,,,Pfizer/BioNTech
Estonia,2020-12-29,516,,309,Pfizer/BioNTech
Estonia,2020-12-30,884,,338,Pfizer/BioNTech
Estonia,2020-12-31,1907,,567,Pfizer/BioNTech
Estonia,2021-01-01,2487,,570,Pfizer/BioNTech
Estonia,2021-01-02,,,459,Pfizer/BioNTech
Estonia,2021-01-03,2517,,385,Pfizer/BioNTech
Estonia,2021-01-04,2535,,333,Pfizer/BioNTech
Estonia,2021-01-05,3188,,382,Pfizer/BioNTech
Estonia,2021-01-06,5009,,589,Pfizer/BioNTech
Estonia,2021-01-07,6632,,675,Pfizer/BioNTech
Estonia,2021-01-08,7973,,784,Pfizer/BioNTech
Estonia,2021-01-09,10197,,1099,Pfizer/BioNTech
Estonia,2021-01-10,10749,,1176,Pfizer/BioNTech
Estonia,2021-01-11,10972,,1205,Pfizer/BioNTech
Estonia,2021-01-12,11896,,1244,Pfizer/BioNTech
Estonia,2021-01-13,13481,,1210,Pfizer/BioNTech
Estonia,2021-01-14,14879,,1178,Pfizer/BioNTech
Estonia,2021-01-15,16677,,1243,Pfizer/BioNTech
Estonia,2021-01-16,17959,,1109,Pfizer/BioNTech
Estonia,2021-01-17,18179,,1061,Pfizer/BioNTech
Estonia,2021-01-18,18275,,1043,Pfizer/BioNTech
Estonia,2021-01-19,19315,,1060,Pfizer/BioNTech
Estonia,2021-01-20,20478,,1000,Pfizer/BioNTech
Estonia,2021-01-21,21985,,1015,Pfizer/BioNTech
Estonia,2021-01-22,24196,,1074,Pfizer/BioNTech
Estonia,2021-01-23,25704,,1106,Pfizer/BioNTech
Estonia,2021-01-24,25964,,1112,Pfizer/BioNTech
Estonia,2021-01-25,26126,,1122,Pfizer/BioNTech
Estonia,2021-01-26,27180,,1124,Pfizer/BioNTech
Estonia,2021-01-27,29594,,1302,Pfizer/BioNTech
Estonia,2021-01-28,31629,6214,1378,Pfizer/BioNTech
Estonia,2021-01-29,34019,7607,1403,Pfizer/BioNTech
Estonia,2021-01-30,37230,9597,1647,Pfizer/BioNTech
Estonia,2021-01-31,38055,10155,1727,Pfizer/BioNTech
Finland,2020-12-31,1767,,,Pfizer/BioNTech
Finland,2021-01-01,,,459,Pfizer/BioNTech
Finland,2021-01-02,,,459,Pfizer/BioNTech
Finland,2021-01-03,,,459,Pfizer/BioNTech
Finland,2021-01-04,3604,,459,Pfizer/BioNTech
Finland,2021-01-05,5445,,736,Pfizer/BioNTech
Finland,2021-01-06,,,839,Pfizer/BioNTech
Finland,2021-01-07,8155,,913,Pfizer/BioNTech
Finland,2021-01-08,11135,,1273,Pfizer/BioNTech
Finland,2021-01-09,,,1353,Pfizer/BioNTech
Finland,2021-01-10,,,1433,Pfizer/BioNTech
Finland,2021-01-11,14196,,1513,Pfizer/BioNTech
Finland,2021-01-12,17617,,1739,Pfizer/BioNTech
Finland,2021-01-13,23126,,2332,Pfizer/BioNTech
Finland,2021-01-14,33033,,3554,Pfizer/BioNTech
Finland,2021-01-15,43143,,4573,Pfizer/BioNTech
Finland,2021-01-16,,,4971,Pfizer/BioNTech
Finland,2021-01-17,,,5369,Pfizer/BioNTech
Finland,2021-01-18,54568,,5767,Pfizer/BioNTech
Finland,2021-01-19,55824,,5458,Pfizer/BioNTech
Finland,2021-01-20,62061,,5562,Pfizer/BioNTech
Finland,2021-01-21,78300,,6467,Pfizer/BioNTech
Finland,2021-01-22,91260,,6874,Pfizer/BioNTech
Finland,2021-01-23,,,7253,Pfizer/BioNTech
Finland,2021-01-24,,,7633,Pfizer/BioNTech
Finland,2021-01-25,110651,4553,8012,Pfizer/BioNTech
Finland,2021-01-26,117007,6960,8740,Pfizer/BioNTech
Finland,2021-01-27,126910,9355,9264,Pfizer/BioNTech
Finland,2021-01-28,138323,10540,8575,Pfizer/BioNTech
Finland,2021-01-29,151790,14239,8647,Pfizer/BioNTech
Finland,2021-01-30,162277,17757,9222,Pfizer/BioNTech
France,2020-12-27,13,,,Pfizer/BioNTech
France,2020-12-28,52,,39,Pfizer/BioNTech
France,2020-12-29,138,,62,Pfizer/BioNTech
France,2020-12-30,237,,75,Pfizer/BioNTech
France,2020-12-31,316,,76,Pfizer/BioNTech
France,2021-01-01,325,,62,Pfizer/BioNTech
France,2021-01-02,367,,59,Pfizer/BioNTech
France,2021-01-03,441,,61,Pfizer/BioNTech
France,2021-01-04,1800,,250,Pfizer/BioNTech
France,2021-01-05,6744,,944,Pfizer/BioNTech
France,2021-01-06,17064,,2404,Pfizer/BioNTech
France,2021-01-07,43282,,6138,Pfizer/BioNTech
France,2021-01-08,76022,,10814,Pfizer/BioNTech
France,2021-01-09,86315,,12278,Pfizer/BioNTech
France,2021-01-10,91629,,13027,Pfizer/BioNTech
France,2021-01-11,125412,,17659,Pfizer/BioNTech
France,2021-01-12,179119,,24625,Pfizer/BioNTech
France,2021-01-13,235786,,31246,Pfizer/BioNTech
France,2021-01-14,306206,,37561,Pfizer/BioNTech
France,2021-01-15,364846,,41261,Pfizer/BioNTech
France,2021-01-16,382326,,42287,Pfizer/BioNTech
France,2021-01-17,391910,,42897,Pfizer/BioNTech
France,2021-01-18,468073,,48952,Pfizer/BioNTech
France,2021-01-19,,,53866,Pfizer/BioNTech
France,2021-01-20,,,58358,Pfizer/BioNTech
France,2021-01-21,,,60885,Pfizer/BioNTech
France,2021-01-22,,,65095,Pfizer/BioNTech
France,2021-01-23,,,75184,Pfizer/BioNTech
France,2021-01-24,,,86402,Pfizer/BioNTech
France,2021-01-25,,,88109,Pfizer/BioNTech
France,2021-01-26,,,88109,Pfizer/BioNTech
France,2021-01-27,,,88109,Pfizer/BioNTech
France,2021-01-28,,,88109,Pfizer/BioNTech
France,2021-01-29,,,88109,Pfizer/BioNTech
France,2021-01-30,1525377,45468,88109,Pfizer/BioNTech
Germany,2020-12-27,24258,,,"Moderna, Pfizer/BioNTech"
Germany,2020-12-28,44096,,19838,"Moderna, Pfizer/BioNTech"
Germany,2020-12-29,87474,,31608,"Moderna, Pfizer/BioNTech"
Germany,2020-12-30,145542,,40428,"Moderna, Pfizer/BioNTech"
Germany,2020-12-31,184053,,39949,"Moderna, Pfizer/BioNTech"
Germany,2021-01-01,208488,,36846,"Moderna, Pfizer/BioNTech"
Germany,2021-01-02,259720,,39244,"Moderna, Pfizer/BioNTech"
Germany,2021-01-03,284542,,37183,"Moderna, Pfizer/BioNTech"
Germany,2021-01-04,333374,,41325,"Moderna, Pfizer/BioNTech"
Germany,2021-01-05,384962,,42498,"Moderna, Pfizer/BioNTech"
Germany,2021-01-06,441726,,42312,"Moderna, Pfizer/BioNTech"
Germany,2021-01-07,499800,,45107,"Moderna, Pfizer/BioNTech"
Germany,2021-01-08,559145,,50094,"Moderna, Pfizer/BioNTech"
Germany,2021-01-09,613707,,50570,"Moderna, Pfizer/BioNTech"
Germany,2021-01-10,646387,,51692,"Moderna, Pfizer/BioNTech"
Germany,2021-01-11,712198,,54118,"Moderna, Pfizer/BioNTech"
Germany,2021-01-12,793006,,58292,"Moderna, Pfizer/BioNTech"
Germany,2021-01-13,888293,,63795,"Moderna, Pfizer/BioNTech"
Germany,2021-01-14,988332,,69790,"Moderna, Pfizer/BioNTech"
Germany,2021-01-15,1080420,444,74468,"Moderna, Pfizer/BioNTech"
Germany,2021-01-16,1136176,954,74638,"Moderna, Pfizer/BioNTech"
Germany,2021-01-17,1181059,15184,76382,"Moderna, Pfizer/BioNTech"
Germany,2021-01-18,1254795,31761,77514,"Moderna, Pfizer/BioNTech"
Germany,2021-01-19,1347159,59094,79165,"Moderna, Pfizer/BioNTech"
Germany,2021-01-20,1469293,107432,83000,"Moderna, Pfizer/BioNTech"
Germany,2021-01-21,1562521,141783,82027,"Moderna, Pfizer/BioNTech"
Germany,2021-01-22,1675405,172223,84998,"Moderna, Pfizer/BioNTech"
Germany,2021-01-23,1763436,212851,89609,"Moderna, Pfizer/BioNTech"
Germany,2021-01-24,1829055,240829,92571,"Moderna, Pfizer/BioNTech"
Germany,2021-01-25,1924286,279212,95642,"Moderna, Pfizer/BioNTech"
Germany,2021-01-26,2023801,326134,96663,"Moderna, Pfizer/BioNTech"
Germany,2021-01-27,2126699,376441,93915,"Moderna, Pfizer/BioNTech"
Germany,2021-01-28,2222864,421637,94335,"Moderna, Pfizer/BioNTech"
Germany,2021-01-29,2317158,461701,91679,"Moderna, Pfizer/BioNTech"
Gibraltar,2021-01-10,420,,,Pfizer/BioNTech
Gibraltar,2021-01-11,1445,,1025,Pfizer/BioNTech
Gibraltar,2021-01-12,2501,,1040,Pfizer/BioNTech
Gibraltar,2021-01-13,,,986,Pfizer/BioNTech
Gibraltar,2021-01-14,,,959,Pfizer/BioNTech
Gibraltar,2021-01-15,5135,,943,Pfizer/BioNTech
Gibraltar,2021-01-16,5847,,904,Pfizer/BioNTech
Gibraltar,2021-01-17,5847,,775,Pfizer/BioNTech
Gibraltar,2021-01-18,6435,,713,Pfizer/BioNTech
Gibraltar,2021-01-19,7017,,645,Pfizer/BioNTech
Gibraltar,2021-01-20,7017,,520,Pfizer/BioNTech
Gibraltar,2021-01-21,7947,,527,Pfizer/BioNTech
Gibraltar,2021-01-22,8877,,535,Pfizer/BioNTech
Gibraltar,2021-01-23,9807,,566,Pfizer/BioNTech
Gibraltar,2021-01-24,10341,,642,Pfizer/BioNTech
Gibraltar,2021-01-25,10539,,586,Pfizer/BioNTech
Gibraltar,2021-01-26,11073,,579,Pfizer/BioNTech
Gibraltar,2021-01-27,11607,,656,Pfizer/BioNTech
Gibraltar,2021-01-28,12332,,626,Pfizer/BioNTech
Gibraltar,2021-01-29,12866,,570,Pfizer/BioNTech
Gibraltar,2021-01-30,12866,,437,Pfizer/BioNTech
Greece,2020-12-28,386,,,Pfizer/BioNTech
Greece,2020-12-29,1056,,670,Pfizer/BioNTech
Greece,2020-12-30,1709,,662,Pfizer/BioNTech
Greece,2020-12-31,2313,,642,Pfizer/BioNTech
Greece,2021-01-01,2591,,551,Pfizer/BioNTech
Greece,2021-01-02,3132,,549,Pfizer/BioNTech
Greece,2021-01-03,3843,,576,Pfizer/BioNTech
Greece,2021-01-04,9975,,1370,Pfizer/BioNTech
Greece,2021-01-05,16233,,2168,Pfizer/BioNTech
Greece,2021-01-06,20466,,2680,Pfizer/BioNTech
Greece,2021-01-07,26006,,3385,Pfizer/BioNTech
Greece,2021-01-08,34787,,4599,Pfizer/BioNTech
Greece,2021-01-09,40163,,5290,Pfizer/BioNTech
Greece,2021-01-10,44080,,5748,Pfizer/BioNTech
Greece,2021-01-11,49645,,5667,Pfizer/BioNTech
Greece,2021-01-12,56199,,5709,Pfizer/BioNTech
Greece,2021-01-13,64619,,6308,Pfizer/BioNTech
Greece,2021-01-14,70695,,6384,Pfizer/BioNTech
Greece,2021-01-15,75276,,5784,Pfizer/BioNTech
Greece,2021-01-16,79744,,5654,Pfizer/BioNTech
Greece,2021-01-17,,,5486,Pfizer/BioNTech
Greece,2021-01-18,85223,420,5083,Pfizer/BioNTech
Greece,2021-01-19,93179,1040,5283,Pfizer/BioNTech
Greece,2021-01-20,107335,1635,6102,Pfizer/BioNTech
Greece,2021-01-21,123347,2238,7522,Pfizer/BioNTech
Greece,2021-01-22,140870,2558,9371,Pfizer/BioNTech
Greece,2021-01-23,157388,3115,11092,Pfizer/BioNTech
Greece,2021-01-24,,,12128,Pfizer/BioNTech
Greece,2021-01-25,177377,7921,13165,Pfizer/BioNTech
Greece,2021-01-26,195783,13005,14658,Pfizer/BioNTech
Greece,2021-01-27,213735,17726,15200,Pfizer/BioNTech
Greece,2021-01-28,232070,23609,15532,Pfizer/BioNTech
Greece,2021-01-29,251303,32393,15776,Pfizer/BioNTech
Greece,2021-01-30,269106,38588,15960,Pfizer/BioNTech
Hungary,2020-12-28,1094,,,Pfizer/BioNTech
Hungary,2020-12-29,2461,,1367,Pfizer/BioNTech
Hungary,2020-12-30,3789,,1348,Pfizer/BioNTech
Hungary,2020-12-31,5110,,1339,Pfizer/BioNTech
Hungary,2021-01-01,,,1578,Pfizer/BioNTech
Hungary,2021-01-02,,,1722,Pfizer/BioNTech
Hungary,2021-01-03,12000,,1818,Pfizer/BioNTech
Hungary,2021-01-04,15000,,1987,Pfizer/BioNTech
Hungary,2021-01-05,21000,,2648,Pfizer/BioNTech
Hungary,2021-01-06,31500,,3959,Pfizer/BioNTech
Hungary,2021-01-07,42549,,5348,Pfizer/BioNTech
Hungary,2021-01-08,,,6375,Pfizer/BioNTech
Hungary,2021-01-09,,,7402,Pfizer/BioNTech
Hungary,2021-01-10,71000,,8429,Pfizer/BioNTech
Hungary,2021-01-11,78579,,9083,Pfizer/BioNTech
Hungary,2021-01-12,86929,,9418,Pfizer/BioNTech
Hungary,2021-01-13,96101,,9229,Pfizer/BioNTech
Hungary,2021-01-14,105728,,9026,Pfizer/BioNTech
Hungary,2021-01-15,112847,,8688,Pfizer/BioNTech
Hungary,2021-01-16,119944,,8347,Pfizer/BioNTech
Hungary,2021-01-17,123188,,7455,Pfizer/BioNTech
Hungary,2021-01-18,131332,1643,7536,Pfizer/BioNTech
Hungary,2021-01-19,133257,2939,6618,Pfizer/BioNTech
Hungary,2021-01-20,138584,4030,6069,Pfizer/BioNTech
Hungary,2021-01-21,144798,5815,5581,Pfizer/BioNTech
Hungary,2021-01-22,150128,6944,5326,Pfizer/BioNTech
Hungary,2021-01-23,153392,8135,4778,Pfizer/BioNTech
Hungary,2021-01-24,156098,9403,4701,Pfizer/BioNTech
Hungary,2021-01-25,162315,12639,4426,Pfizer/BioNTech
Hungary,2021-01-26,170476,17772,5317,Pfizer/BioNTech
Hungary,2021-01-27,187508,26293,6989,Pfizer/BioNTech
Hungary,2021-01-28,213010,37727,9745,Pfizer/BioNTech
Hungary,2021-01-29,247889,49606,13966,Pfizer/BioNTech
Hungary,2021-01-30,278830,56825,17920,Pfizer/BioNTech
Iceland,2020-12-30,4875,,,"Moderna, Pfizer/BioNTech"
Iceland,2020-12-31,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-01,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-02,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-03,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-04,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-05,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-06,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-07,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-08,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-09,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-10,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-11,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-12,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-13,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-14,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-15,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-16,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-17,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-18,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-19,,,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-20,6205,480,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-21,,,312,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-22,,,560,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-23,,,809,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-24,,,1057,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-25,15220,4787,1306,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-26,,,1318,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-27,15522,4820,1331,"Moderna, Pfizer/BioNTech"
India,2021-01-15,0,,,"Covaxin, Oxford/AstraZeneca"
India,2021-01-16,191181,,191181,"Covaxin, Oxford/AstraZeneca"
India,2021-01-17,224301,,112150,"Covaxin, Oxford/AstraZeneca"
India,2021-01-18,454049,,151350,"Covaxin, Oxford/AstraZeneca"
India,2021-01-19,674835,,168709,"Covaxin, Oxford/AstraZeneca"
India,2021-01-20,806484,,161297,"Covaxin, Oxford/AstraZeneca"
India,2021-01-21,1043534,,173922,"Covaxin, Oxford/AstraZeneca"
India,2021-01-22,1390592,,198656,"Covaxin, Oxford/AstraZeneca"
India,2021-01-23,1582201,,198717,"Covaxin, Oxford/AstraZeneca"
